numero_arrete,titre,autorite_responsable,signataire,date_publication,date_signature,poids_pdf_ko,concerne_circulation,concerne_stationnement,est_temporaire,explnum_id,pdf_s3_url,date_scrape
2025 T 12583,"Arrêté n° 2025 T 12583 modifiant, à titre provisoire les règles de stationnement rue Jacob, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,07/04/2025,04/04/2025,102,False,True,True,37298,s3://parisarretes/arretes/2025/2025_T_12583_8c0c1372.pdf,2025-10-26T21:05:53.235383
2025 C 12441,"Arrêté n° 2025 C 12441 modifiant, à titre provisoire, la règle du stationnement rue Bergère, à Paris 9e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,07/04/2025,03/04/2025,114,False,True,True,37297,s3://parisarretes/arretes/2025/2025_C_12441_2f6ef1ba.pdf,2025-10-26T21:05:53.235870
2025 C 12327,"Arrêté n° 2025 C 12327 modifiant, à titre provisoire, la règle du stationnement rue Conté, à Paris 3e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,07/04/2025,03/04/2025,121,False,True,True,37295,s3://parisarretes/arretes/2025/2025_C_12327_73a2903a.pdf,2025-10-26T21:05:53.236359
2025 T 12594,"Arrêté n° 2025 T 12594 modifiant, à titre provisoire, les règles de la circulation générale et de stationnement avenue Albert Bartholomé, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,07/04/2025,02/04/2025,52,True,True,True,37294,s3://parisarretes/arretes/2025/2025_T_12594_b2bde5d9.pdf,2025-10-26T21:05:53.236829
2025 C 12319,"Arrêté n° 2025 C 12319 modifiant, à titre provisoire, la règle du stationnement et de la circulation générale dans plusieurs voies, à Paris 4e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,07/04/2025,03/04/2025,128,True,True,True,37293,s3://parisarretes/arretes/2025/2025_C_12319_bc3ca1a5.pdf,2025-10-26T21:05:53.237370
2025 T 12613,"Arrêté n° 2025 T 12613 modifiant, à titre provisoire, les règles de stationnement des véhicules affectés aux opérations de livraisons, rue d'Auteuil, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,07/04/2025,03/04/2025,50,False,True,True,37292,s3://parisarretes/arretes/2025/2025_T_12613_e790ad02.pdf,2025-10-26T21:06:21.362556
2025 T 12637,"Arrêté n° 2025 T 12637 modifiant, à titre provisoire, les règles de stationnement des véhicules affectés aux opérations de livraisons, rue Boileau, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,07/04/2025,03/04/2025,51,False,True,True,37289,s3://parisarretes/arretes/2025/2025_T_12637_94269847.pdf,2025-10-26T21:06:21.363940
2025 T 12654,"Arrêté n° 2025 T 12654 modifiant, à titre provisoire, les règles de stationnement rue Trousseau, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,07/04/2025,04/04/2025,102,False,True,True,37287,s3://parisarretes/arretes/2025/2025_T_12654_4eb58cab.pdf,2025-10-26T21:06:21.364529
2025 T 12616,"Arrêté n° 2025 T 12616 modifiant, à titre provisoire les règles de stationnement rue Honoré Chevalier, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,07/04/2025,04/04/2025,49,False,True,True,37290,s3://parisarretes/arretes/2025/2025_T_12616_24c94dc4.pdf,2025-10-26T21:06:21.363151
2025 T 12647,"Arrêté n° 2025 T 12647 modifiant, à titre provisoire, la règle de stationnement rue Audubon, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,07/04/2025,04/04/2025,50,False,True,True,37288,s3://parisarretes/arretes/2025/2025_T_12647_fd36266d.pdf,2025-10-26T21:06:21.364236
2025 T 12488,"Arrêté n° 2025 T 12488 modifiant, à titre provisoire, les règles de stationnement boulevard Exelmans, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,07/04/2025,31/03/2025,50,False,True,True,37285,s3://parisarretes/arretes/2025/2025_T_12488_c6bec31f.pdf,2025-10-26T21:06:21.365032
2025 T 12519,"Arrêté n° 2025 T 12519 modifiant, à titre provisoire, les règles de stationnement rue Parent de Rosan, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,07/04/2025,31/03/2025,51,False,True,True,37284,s3://parisarretes/arretes/2025/2025_T_12519_69e3a684.pdf,2025-10-26T21:06:21.365318
2025 T 12656,"Arrêté n° 2025 T 12656 modifiant, à titre provisoire, les règles de stationnement rue Saint-Sabin, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,07/04/2025,04/04/2025,50,False,True,True,37286,s3://parisarretes/arretes/2025/2025_T_12656_d3c41cc6.pdf,2025-10-26T21:06:21.364786
2025 T 12481,"Arrêté n° 2025 T 12481 modifiant, à titre provisoire, les règles de stationnement rue Molitor, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,07/04/2025,31/03/2025,50,False,True,True,37280,s3://parisarretes/arretes/2025/2025_T_12481_5d509fb4.pdf,2025-10-26T21:06:21.365841
2025 E 12598,"Arrêté n° 2025 E 12598 modifiant, à titre provisoire, les règles de stationnement rue Jacob, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,07/04/2025,02/04/2025,105,False,True,True,37279,s3://parisarretes/arretes/2025/2025_E_12598_f350ff4b.pdf,2025-10-26T21:06:21.366324
2025 T 12589,"Arrêté n° 2025 T 12589 modifiant, à titre provisoire, les règles de circulation rue Henri Barboux, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,07/04/2025,02/04/2025,49,True,False,True,37278,s3://parisarretes/arretes/2025/2025_T_12589_030dd701.pdf,2025-10-26T21:06:49.280687
2025 T 12590,"Arrêté n° 2025 T 12590 modifiant, à titre provisoire, les règles du stationnement rue de Mademoiselle, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,07/04/2025,02/04/2025,52,False,True,True,37275,s3://parisarretes/arretes/2025/2025_T_12590_94e310ad.pdf,2025-10-26T21:06:49.281629
2025 T 12570,"Arrêté n° 2025 T 12570 modifiant, à titre provisoire, les règles de la circulation générale et de stationnement rue Vaugelas, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,07/04/2025,01/04/2025,52,True,True,True,37276,s3://parisarretes/arretes/2025/2025_T_12570_89e38a9d.pdf,2025-10-26T21:06:49.281369
2025 E 12596,"Arrêté n° 2025 E 12596 modifiant, à titre provisoire, les règles de stationnement rue Saint-Placide, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,07/04/2025,02/04/2025,104,False,True,True,37277,s3://parisarretes/arretes/2025/2025_E_12596_a5ad946d.pdf,2025-10-26T21:06:49.281092
2025 T 12605,"Arrêté n° 2025 T 12605 modifiant à titre provisoire, les règles de stationnement gênant la circulation générale rue Léon Frot, à Paris 11e.",Direction de la Voirie et des Déplacements,Audrey  OTT,07/04/2025,02/04/2025,51,False,True,True,37273,s3://parisarretes/arretes/2025/2025_T_12605_a53b0d68.pdf,2025-10-26T21:06:49.282134
2025 T 12117,"Arrêté n° 2025 T 12117 modifiant, à titre provisoire, la règle de circulation générale quai d'Austerlitz, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,07/04/2025,03/04/2025,50,True,False,True,37272,s3://parisarretes/arretes/2025/2025_T_12117_716560dd.pdf,2025-10-26T21:06:49.282456
2025 E 12347,"Arrêté n° 2025 E 12347 modifiant, à titre provisoire, les règles de stationnement et de circulation générale rue de l'Elysée Ménilmontant, à Paris 20e.",Direction de la Voirie et des Déplacements,Audrey  OTT,07/04/2025,04/04/2025,107,True,True,True,37274,s3://parisarretes/arretes/2025/2025_E_12347_e91504df.pdf,2025-10-26T21:06:49.281891
2025 E 12215,"Arrêté n° 2025 E 12215 modifiant, à titre provisoire, les règles de stationnement , de circulation générale, des cycles, Rues Jean-Pierre Timbaud, Oberkampf et Rue Saint-Maur, à l'occasion d'un évènement Marchés gourmands les Samedi 5 et Dimanche 6 Avril 2025, à Paris 11e.",Direction de la Voirie et des Déplacements,Audrey  OTT,07/04/2025,03/04/2025,110,True,True,True,37271,s3://parisarretes/arretes/2025/2025_E_12215_54c2c947.pdf,2025-10-26T21:06:49.282966
2025 T 12607,"Arrêté n° 2025 T 12607 modifiant, à titre provisoire, les règles de stationnement boulevard de Picpus, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,07/04/2025,03/04/2025,51,False,True,True,37270,s3://parisarretes/arretes/2025/2025_T_12607_f005b070.pdf,2025-10-26T21:06:49.283441
2025 T 12566,"Arrêté n° 2025 T 12566 modifiant, à titre provisoire, les règles de stationnement, rue Desnouettes, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,07/04/2025,01/04/2025,52,False,True,True,37269,s3://parisarretes/arretes/2025/2025_T_12566_f0e22742.pdf,2025-10-26T21:06:49.284468
2025 T 12618,"Arrêté n° 2025 T 12618 modifiant à titre provisoire, les règles de stationnement gênant la circulation générale rue de la Roquette, à Paris 11e.",Direction de la Voirie et des Déplacements,Audrey  OTT,07/04/2025,02/04/2025,51,False,True,True,37268,s3://parisarretes/arretes/2025/2025_T_12618_55665f00.pdf,2025-10-26T21:07:17.653225
2025 T 12503,"Arrêté n° 2025 T 12503 modifiant, à titre provisoire, les règles de stationnement gênant la circulation rue de la Fontaine au Roi, à Paris 11e.",Direction de la Voirie et des Déplacements,Audrey  OTT,07/04/2025,03/04/2025,106,False,True,True,37264,s3://parisarretes/arretes/2025/2025_T_12503_288935c3.pdf,2025-10-26T21:07:17.654425
2025 T 12621,"Arrêté n° 2025 T 12621 modifiant, à titre provisoire, les règles de stationnement rue Petit, à Paris 19e.",Direction de la Voirie et des Déplacements,Audrey  OTT,07/04/2025,03/04/2025,102,False,True,True,37265,s3://parisarretes/arretes/2025/2025_T_12621_c55814f6.pdf,2025-10-26T21:07:17.653754
2025 T 12624,"Arrêté n° 2025 T 12624 modifiant, à titre provisoire, les règles de stationnement rue de Thionville, à Paris 19e.",Direction de la Voirie et des Déplacements,Audrey  OTT,07/04/2025,03/04/2025,50,False,True,True,37261,s3://parisarretes/arretes/2025/2025_T_12624_b32d99f3.pdf,2025-10-26T21:07:17.655520
2025 T 12631,"Arrêté n° 2025 T 12631 modifiant, à titre provisoire, les règles de stationnement boulevard de Picpus, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,07/04/2025,03/04/2025,51,False,True,True,37259,s3://parisarretes/arretes/2025/2025_T_12631_4e0daf7e.pdf,2025-10-26T21:07:17.656452
2025 T 12629,"Arrêté n° 2025 T 12629 modifiant, à titre provisoire, la règle de stationnement et de circulation générale rue Duméril, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,07/04/2025,03/04/2025,105,True,True,True,37260,s3://parisarretes/arretes/2025/2025_T_12629_482f881f.pdf,2025-10-26T21:07:17.655981
2025 T 12622,"Arrêté n° 2025 T 12622 modifiant, à titre provisoire, les règles de circulation des véhicules de transports en commun boulevard Raspail, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,07/04/2025,03/04/2025,50,True,False,True,37262,s3://parisarretes/arretes/2025/2025_T_12622_7dcc18fc.pdf,2025-10-26T21:07:17.655039
2025 T 12635,"Arrêté n° 2025 T 12635 modifiant, à titre provisoire, les règles de stationnement rue Jules Vallès, à Paris 11e.",Direction de la Voirie et des Déplacements,Audrey  OTT,07/04/2025,03/04/2025,51,False,True,True,37257,s3://parisarretes/arretes/2025/2025_T_12635_c270007b.pdf,2025-10-26T21:07:17.656912
2025 T 12467,"Arrêté n° 2025 T 12467 modifiant, à titre provisoire, les règles de stationnement rue du Docteur Potain, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,04/04/2025,01/04/2025,107,False,True,True,37243,s3://parisarretes/arretes/2025/2025_T_12467_e9bd6986.pdf,2025-10-26T21:07:17.657370
2025 E 12546,"Arrêté n° 2025 E 12546 modifiant, à titre provisoire, les règles de la circulation générale et de stationnement Pont de Bir-Hakeim, boulevard de Grenelle, boulevard Garibaldi, et place de la République de Panama, à Paris 15e; avenue Frémiet, et avenue René Boylesve, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,04/04/2025,01/04/2025,113,True,True,True,37242,s3://parisarretes/arretes/2025/2025_E_12546_6ff85bd8.pdf,2025-10-26T21:07:44.643513
2025 T 12564,"Arrêté n° 2025 T 12564 modifiant, à titre provisoire, les règles de stationnement rue Saint-Lambert, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,04/04/2025,01/04/2025,107,False,True,True,37237,s3://parisarretes/arretes/2025/2025_T_12564_0cb403d3.pdf,2025-10-26T21:07:44.645512
2025 T 12486,"Arrêté n° 2025 T 12486 modifiant, à titre provisoire, les règles de circulation générale et des cycles Esplanade René Lebas, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,04/04/2025,03/04/2025,101,True,False,True,37240,s3://parisarretes/arretes/2025/2025_T_12486_d935b7c9.pdf,2025-10-26T21:07:44.644547
2025 E 12482,"Arrêté n° 2025 E 12482 modifiant, à titre provisoire, la circulation générale rue Robert-Houdin et rue de la Présentation, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,04/04/2025,03/04/2025,50,True,False,True,37241,s3://parisarretes/arretes/2025/2025_E_12482_f5997ee5.pdf,2025-10-26T21:07:44.644057
2025 T 12509,"Arrêté n° 2025 T 12509 modifiant, à titre provisoire, les règles de stationnement rues de Dantzig, du Général Guillaumat, et Gaston Boissier, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,04/04/2025,31/03/2025,53,False,True,True,37233,s3://parisarretes/arretes/2025/2025_T_12509_bdcecf45.pdf,2025-10-26T21:07:44.646898
2025 T 12489,"Arrêté n° 2025 T 12489 modifiant, à titre provisoire, les règles de circulation rue de Soissons, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,04/04/2025,31/03/2025,102,True,False,True,37234,s3://parisarretes/arretes/2025/2025_T_12489_aa382dab.pdf,2025-10-26T21:07:44.646462
2025 T 12527,"Arrêté n° 2025 T 12527 modifiant, à titre provisoire, les règles de stationnement rue Duvivier, à Paris 7e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,04/04/2025,01/04/2025,113,False,True,True,37239,s3://parisarretes/arretes/2025/2025_T_12527_22de2de6.pdf,2025-10-26T21:07:44.645024
2025 T 12574,"Arrêté n° 2025 T 12574 modifiant, à titre provisoire, les règles de stationnement, rue de Lourmel, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,04/04/2025,02/04/2025,52,False,True,True,37236,s3://parisarretes/arretes/2025/2025_T_12574_9c4ca0a7.pdf,2025-10-26T21:07:44.645986
2025 T 12497,"Arrêté n° 2025 T 12497 modifiant, à titre provisoire, les règles de stationnement rue Santos Dumont, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,04/04/2025,31/03/2025,52,False,True,True,37232,s3://parisarretes/arretes/2025/2025_T_12497_5799d367.pdf,2025-10-26T21:07:44.647335
2025 T 12498,"Arrêté n° 2025 T 12498 modifiant, à titre provisoire, les règles de stationnement rue Fourcarde, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,04/04/2025,31/03/2025,52,False,True,True,37231,s3://parisarretes/arretes/2025/2025_T_12498_9d0484a8.pdf,2025-10-26T21:07:44.647755
2025 T 12543,"Arrêté n° 2025 T 12543 modifiant, à titre provisoire, les règles de stationnement rue des Volontaires, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,04/04/2025,01/04/2025,52,False,True,True,37230,s3://parisarretes/arretes/2025/2025_T_12543_9bdf03e5.pdf,2025-10-26T21:08:12.281551
2025 T 12576,"Arrêté n° 2025 T 12576 modifiant, à titre provisoire, les règles de stationnement rue Leblanc, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,04/04/2025,02/04/2025,52,False,True,True,37229,s3://parisarretes/arretes/2025/2025_T_12576_ac7aab07.pdf,2025-10-26T21:08:12.282031
2025 T 12541,"Arrêté n° 2025 T 12541 modifiant, à titre provisoire, la règle du stationnement avenue Ruysdael, à Paris 8e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,04/04/2025,02/04/2025,105,False,True,True,37224,s3://parisarretes/arretes/2025/2025_T_12541_bc7dfacc.pdf,2025-10-26T21:08:12.283572
2025 T 12528,"Arrêté n° 2025 T 12528 modifiant, à titre provisoire, la règle du stationnement boulevard Pereire, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,04/04/2025,02/04/2025,104,False,True,True,37223,s3://parisarretes/arretes/2025/2025_T_12528_48530056.pdf,2025-10-26T21:08:12.284050
2025 T 12526,"Arrêté n° 2025 T 12526 modifiant, à titre provisoire, la règle du stationnement rue Boulay, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,04/04/2025,02/04/2025,103,False,True,True,37221,s3://parisarretes/arretes/2025/2025_T_12526_788b4269.pdf,2025-10-26T21:08:12.284536
2025 T 12551,"Arrêté n° 2025 T 12551 modifiant, à titre provisoire, les règles de stationnement avenue Jean Aicard, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,04/04/2025,02/04/2025,103,False,True,True,37226,s3://parisarretes/arretes/2025/2025_T_12551_273238c5.pdf,2025-10-26T21:08:12.282546
2025 T 12516,"Arrêté n° 2025 T 12516 modifiant, à titre provisoire, la règle du stationnement rue d'Armaillé, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,04/04/2025,02/04/2025,103,False,True,True,37220,s3://parisarretes/arretes/2025/2025_T_12516_383de009.pdf,2025-10-26T21:08:12.285001
2025 T 12562,"Arrêté n° 2025 T 12562 modifiant, à titre provisoire, les règles de stationnement rue Pierre Castagnou, à Paris 14e.",Direction de la Voirie et des Déplacements,Gwenaëlle NIVEZ,04/04/2025,01/04/2025,49,False,True,True,37225,s3://parisarretes/arretes/2025/2025_T_12562_a2764ed5.pdf,2025-10-26T21:08:12.283093
2025 T 12535,"Arrêté n° 2025 T 12535 modifiant, à titre provisoire, la règle du stationnement rue Villaret de Joyeuse, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,04/04/2025,01/04/2025,103,False,True,True,37219,s3://parisarretes/arretes/2025/2025_T_12535_7b3b1ae3.pdf,2025-10-26T21:08:12.285966
2025 T 12515,"Arrêté n° 2025 T 12515 modifiant, à titre provisoire, la règle du stationnement rue de la Jonquière, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,04/04/2025,02/04/2025,103,False,True,True,37218,s3://parisarretes/arretes/2025/2025_T_12515_2ad2ccc9.pdf,2025-10-26T21:08:12.286457
2025 T 12529,"Arrêté n° 2025 T 12529 modifiant, à titre provisoire, la règle du stationnement rue Gounod, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,04/04/2025,02/04/2025,103,False,True,True,37212,s3://parisarretes/arretes/2025/2025_T_12529_e07eeb12.pdf,2025-10-26T21:08:40.349925
2025 T 12506,"Arrêté n° 2025 T 12506 modifiant, à titre provisoire, la règle du stationnement rue de l'Etoile, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,04/04/2025,02/04/2025,102,False,True,True,37215,s3://parisarretes/arretes/2025/2025_T_12506_d1f23fc6.pdf,2025-10-26T21:08:40.348995
2025 T 12532,"Arrêté n° 2025 T 12532 modifiant, à titre provisoire, la règle du stationnement rue Dulong, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,04/04/2025,02/04/2025,103,False,True,True,37216,s3://parisarretes/arretes/2025/2025_T_12532_a5fa3578.pdf,2025-10-26T21:08:40.348506
2025 T 12512,"Arrêté n° 2025 T 12512 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement rue de Prony, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,04/04/2025,02/04/2025,105,True,True,True,37217,s3://parisarretes/arretes/2025/2025_T_12512_63c4e433.pdf,2025-10-26T21:08:40.348100
2025 T 12530,"Arrêté n° 2025 T 12530 modifiant, à titre provisoire, les règles de stationnement rue Brézin, à Paris 14e.",Direction de la Voirie et des Déplacements,Gwenaëlle NIVEZ,04/04/2025,01/04/2025,49,False,True,True,37214,s3://parisarretes/arretes/2025/2025_T_12530_26a37b6d.pdf,2025-10-26T21:08:40.349466
2025 T 12571,"Arrêté n° 2025 T 12571 modifiant, à titre provisoire, les règles de circulation dans le tube secondaire reliant la Porte Chaumont vers la Porte Pantin (voie dénommée Cx/19) à Paris 19e.",Direction de la Voirie et des Déplacements,David MAIGNAN,04/04/2025,02/04/2025,108,True,False,True,37211,s3://parisarretes/arretes/2025/2025_T_12571_35927333.pdf,2025-10-26T21:08:40.350404
2025 T 12577,"Arrêté n° 2025 T 12577 modifiant, à titre provisoire, les règles de stationnement rue de Charonne, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,04/04/2025,02/04/2025,50,False,True,True,37209,s3://parisarretes/arretes/2025/2025_T_12577_7b80bfaf.pdf,2025-10-26T21:08:40.350858
2025 T 12557,"Arrêté n° 2025 T 12557 modifiant, à titre provisoire, la règle de stationnement rue Boussingault, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,03/04/2025,02/04/2025,50,False,True,True,37194,s3://parisarretes/arretes/2025/2025_T_12557_6d5a7fee.pdf,2025-10-26T21:08:40.351514
2025 E 12274,"Arrêté n° 2025 E 12274 modifiant, à tritre provisoire, les règles de circulation générale rues Duranti et Servan, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,03/04/2025,02/04/2025,50,True,False,True,37187,s3://parisarretes/arretes/2025/2025_E_12274_8d943766.pdf,2025-10-26T21:08:40.351989
2025 T 12548,"Arrêté n° 2025 T 12548 modifiant, à titre provisoire les règles de stationnement rue Madame, à Paris 6e.",Direction de la Voirie et des Déplacements,Gwenaëlle NIVEZ,03/04/2025,01/04/2025,49,False,True,True,37172,s3://parisarretes/arretes/2025/2025_T_12548_45a8e3f1.pdf,2025-10-26T21:08:40.352479
2025 T 12531,"Arrêté n° 2025 T 12531 modifiant, à titre provisoire, les règles de stationnement rue de Charenton, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,03/04/2025,01/04/2025,49,False,True,True,37171,s3://parisarretes/arretes/2025/2025_T_12531_e2b36e4c.pdf,2025-10-26T21:09:07.010435
2025 T 12308,"Arrêté n° 2025 T 12308 modifiant, à titre provisoire, la règle du stationnement rue Bertin Poirée, à Paris 1er.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,03/04/2025,01/04/2025,101,False,True,True,37161,s3://parisarretes/arretes/2025/2025_T_12308_d11a60d7.pdf,2025-10-26T21:09:07.011379
2025 T 12230,"Arrêté n° 2025 T 12230 modifiant, à titre provisoire, la règle du stationnement boulevard de Magenta, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,03/04/2025,01/04/2025,119,False,True,True,37159,s3://parisarretes/arretes/2025/2025_T_12230_72736824.pdf,2025-10-26T21:09:07.011647
2025 T 12377,"Arrêté n° 2025 T 12377 modifiant, à titre provisoire, la règle du stationnement rue de la Verrerie, à Paris 4e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,03/04/2025,01/04/2025,121,False,True,True,37163,s3://parisarretes/arretes/2025/2025_T_12377_436af851.pdf,2025-10-26T21:09:07.011096
2025 T 12405,"Arrêté n° 2025 T 12405 modifiant, à titre provisoire, la règle du stationnement rue de Saintonge, à Paris 3e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,03/04/2025,01/04/2025,119,False,True,True,37164,s3://parisarretes/arretes/2025/2025_T_12405_916f5db7.pdf,2025-10-26T21:09:07.010836
2025 T 11226,"Arrêté n° 2025 T 11226 modifiant, à titre provisoire, la règle du stationnement rue Albert Thomas, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,03/04/2025,01/04/2025,120,False,True,True,37157,s3://parisarretes/arretes/2025/2025_T_11226_a4fa6688.pdf,2025-10-26T21:09:07.011891
2025 T 12533,"Arrêté n° 2025 T 12533 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale rue des Bois, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,02/04/2025,01/04/2025,50,False,True,True,37144,s3://parisarretes/arretes/2025/2025_T_12533_e377ce4e.pdf,2025-10-26T21:09:07.012130
2025 T 12517,"Arrêté n° 2025 T 12517 modifiant, à titre provisoire, les règles de stationnement rue Barrault, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,02/04/2025,01/04/2025,104,False,True,True,37143,s3://parisarretes/arretes/2025/2025_T_12517_b0fea72e.pdf,2025-10-26T21:09:07.012382
2025 T 12502,"Arrêté n° 2025 T 12502 modifiant, à titre provisoire, les règles de stationnement avenue Mathurin Moreau, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,02/04/2025,01/04/2025,49,False,True,True,37142,s3://parisarretes/arretes/2025/2025_T_12502_9ef4f4b1.pdf,2025-10-26T21:09:07.012627
2025 T 12525,"Arrêté n° 2025 T 12525 modifiant, à titre provisoire, les règles de stationnement rue Oberkampf, Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,02/04/2025,01/04/2025,105,False,True,True,37132,s3://parisarretes/arretes/2025/2025_T_12525_71414df7.pdf,2025-10-26T21:09:07.012868
2025 T 12485,"Arrêté n° 2025 T 12485 modifiant, à titre provisoire les règles de stationnement rue Madame, à Paris 6e.",Direction de la Voirie et des Déplacements,Gwenaëlle NIVEZ,02/04/2025,31/03/2025,50,False,True,True,37125,s3://parisarretes/arretes/2025/2025_T_12485_52eacd6c.pdf,2025-10-26T21:09:33.683976
2025 T 12493,"Arrêté n° 2025 T 12493 modifiant, à titre provisoire, les règles de circulation et de stationnement rue de l'Atlas, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,02/04/2025,31/03/2025,104,True,True,True,37120,s3://parisarretes/arretes/2025/2025_T_12493_2d8afc0e.pdf,2025-10-26T21:09:33.686757
2025 T 12504,"Arrêté n° 2025 T 12504 modifiant, à titre provisoire, la règle de stationnement rue Hector Malot, à Paris 12e.",Direction de la Voirie et des Déplacements,Nathalie VIENNE,02/04/2025,31/03/2025,50,False,True,True,37121,s3://parisarretes/arretes/2025/2025_T_12504_985b1824.pdf,2025-10-26T21:09:33.686262
2025 T 12492,"Arrêté n° 2025 T 12492 modifiant, à titre provisoire, les règles de circulation générale et des véhicules de transports en commun rue d'Alésia, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,02/04/2025,31/03/2025,51,True,False,True,37119,s3://parisarretes/arretes/2025/2025_T_12492_430dfe5f.pdf,2025-10-26T21:09:33.687254
2025 T 12490,"Arrêté n° 2025 T 12490 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale rue de Charonne, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,02/04/2025,31/03/2025,102,False,True,True,37118,s3://parisarretes/arretes/2025/2025_T_12490_17c24788.pdf,2025-10-26T21:09:33.687789
2025 T 12505,"Arrêté n° 2025 T 12505 modifiant, à titre provisoire, les règles de circulation générale dans plusieurs voies, à Paris 13e.",Direction de la Voirie et des Déplacements,Nathalie VIENNE,02/04/2025,31/03/2025,50,True,False,True,37122,s3://parisarretes/arretes/2025/2025_T_12505_0aaaf180.pdf,2025-10-26T21:09:33.684513
